,tweet
3004,It’s been half a century since his victory at the first Open but his impact is still being felt today
3005,Like all of his books 21 Lessons for the 21st Century is focused on big questions
3006,Harari has a lot of great answers—and a few I disagreed with in my review for
3007,Computer science changed the course of my life
3008,I recently visited a public high school that hopes to do the same thing for young people in New York
3009,My friend Bono knows better than anyone what brings people together
3010,In he argues that European leaders need to appeal to peoples hearts not just their heads
3011,@afsenyc is doing great work preparing its students for life after high school and for a lifetime of asking how does it work
3012,and how can I make it better
3013,When I wanted to learn something outside of school as a kid cracking open my encyclopedia was the best I could do
3014,Today you just have to go online
3015,For students headed back to school and learners of all ages here are my favorite learning hacks
3016,SHOFCO cofounder is part of a new generation of African leaders working towards a better brighter future for all young people
3017,Congrats to Kennedy and on receiving this year’s #HiltonPrize
3018,I’m excited that our foundation is partnering with networks of schools
3019,Here’s a short video explaining how we’re working to address gaps in opportunity and achievement between students
3020,Income can often tell you more about how people live than location can
3021,Whenever I visit a new place I look for clues about which income level local families live on
3022,These clues tell me a lot about the people there
3023,From 2007 to 2015 the percentage of students on track to graduate from Chicago high schools rose from 61% to 85%
3024,And fouryear college enrollment rates went from 36% to 44%
3025,Kenwood Academy is part of a network of schools driving that success
3026,I wish every student could have a teacher like
3027,Great leadership by PM and her government
3028,Foreign aid makes the UK more secure prevents diseases strengthens markets and saves lives #AidWorks
3029,Wind and solar won’t reach their potential until we vastly improve energy storage
3030,There are some exciting companies working in this space like and Andrea Pedretti’s Energy Vault but we need even more innovation
3031,Every student in America deserves a great education
3032,My thoughts are with John McCains family friends and colleagues
3033,His passing is a loss for our country
3034,@MandyRheaWrites never expected to become National Teacher of the Year
3035,But now that she is her platform has helped more teachers get involved in education policy
